,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,location
268,4382000,4950,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,TPT
269,4375000,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished,MAS
270,4340000,4500,3,2,3,yes,no,no,yes,no,1,no,furnished,NLR
271,4340000,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished,NLR
272,4340000,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,HYD
273,4340000,3500,4,1,2,yes,no,no,no,no,2,no,furnished,BLR
274,4340000,6450,4,1,2,yes,no,no,no,no,0,no,semi-furnished,HYD
275,4319000,4032,2,1,1,yes,no,yes,no,no,0,no,furnished,BLR
276,4305000,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished,HYD
277,4305000,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,BLR
278,4277000,3400,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,BLR
279,4270000,6360,2,1,1,yes,no,no,no,no,0,no,furnished,BLR
280,4270000,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished,HYD
281,4270000,4500,2,1,1,yes,no,no,no,yes,2,no,furnished,TPT
282,4270000,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,TPT
283,4270000,4360,4,1,2,yes,no,no,no,no,0,no,furnished,MAS
284,4270000,7770,2,1,1,yes,no,no,no,no,1,no,furnished,HYD
285,4235000,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,MAS
286,4235000,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished,NLR
287,4200000,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,NLR
288,4200000,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,TPT
289,4200000,5850,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished,MAS
290,4200000,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished,BLR
291,4200000,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished,MAS
292,4200000,2747,4,2,2,no,no,no,no,no,0,no,semi-furnished,HYD
293,4200000,4410,2,1,1,no,no,no,no,no,1,no,unfurnished,NLR
294,4200000,4000,4,2,2,no,no,no,no,no,0,no,semi-furnished,TPT
295,4200000,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished,NLR
296,4200000,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished,MAS
297,4200000,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished,MAS
298,4200000,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished,NLR
299,4200000,7000,3,1,1,yes,no,no,no,no,3,no,furnished,NLR
300,4200000,4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished,MAS
301,4200000,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished,TPT
302,4200000,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished,NLR
303,4200000,4500,3,1,1,yes,no,yes,no,no,0,no,furnished,BLR
304,4193000,8250,3,1,1,yes,no,yes,no,no,3,no,semi-furnished,HYD
305,4193000,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished,MAS
306,4165000,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished,NLR
307,4165000,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished,TPT
308,4165000,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,MAS
309,4130000,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,MAS
310,4130000,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished,HYD
311,4123000,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,MAS
312,4098500,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished,NLR
313,4095000,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished,BLR
314,4095000,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished,NLR
315,4095000,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished,BLR
316,4060000,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished,TPT
317,4060000,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished,HYD
318,4060000,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished,HYD
319,4060000,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished,NLR
320,4060000,4320,3,1,2,yes,no,no,no,no,2,yes,furnished,MAS
321,4025000,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished,TPT
322,4025000,3460,3,2,1,yes,no,yes,no,yes,1,no,furnished,MAS
323,4025000,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished,BLR
324,4007500,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished,TPT
325,4007500,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,BLR
326,3990000,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished,TPT
327,3990000,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished,HYD
328,3990000,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished,TPT
329,3990000,3960,3,1,2,yes,no,no,no,no,0,no,furnished,MAS
330,3990000,4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished,MAS
331,3920000,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished,NLR
332,3920000,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished,NLR
333,3920000,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished,NLR
334,3920000,3290,2,1,1,yes,no,no,yes,no,1,no,furnished,NLR
335,3920000,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished,HYD
336,3920000,8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,HYD
337,3920000,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished,TPT
338,3885000,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished,NLR
339,3885000,3180,4,2,2,yes,no,no,no,no,0,no,furnished,MAS
340,3850000,5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished,TPT
341,3850000,3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished,NLR
342,3850000,7152,3,1,2,yes,no,no,no,yes,0,no,furnished,BLR
343,3850000,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished,TPT
344,3850000,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,HYD
345,3850000,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,NLR
346,3850000,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,TPT
347,3836000,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,HYD
348,3815000,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished,HYD
349,3780000,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,MAS
350,3780000,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,MAS
351,3780000,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,BLR
352,3780000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,BLR
353,3780000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,NLR
354,3780000,8400,2,1,1,yes,no,no,no,no,1,no,furnished,BLR
355,3773000,8250,3,1,1,yes,no,no,no,no,2,no,furnished,HYD
356,3773000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,NLR
357,3773000,6930,4,1,2,no,no,no,no,no,1,no,furnished,BLR
358,3745000,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,BLR
359,3710000,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,BLR
360,3710000,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,HYD
361,3710000,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,TPT
362,3710000,4050,2,1,1,yes,no,no,no,no,0,no,furnished,NLR
363,3710000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,MAS
364,3703000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,TPT
365,3703000,5450,2,1,1,yes,no,no,no,no,0,no,furnished,MAS
366,3675000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,BLR
367,3675000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished,BLR
368,3675000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,HYD
369,3675000,3600,2,1,1,yes,no,no,no,no,0,no,furnished,NLR
370,3640000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,BLR
371,3640000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,MAS
372,3640000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,MAS
373,3640000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,BLR
374,3640000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,BLR
375,3640000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,NLR
376,3640000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,NLR
377,3640000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,NLR
378,3640000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,NLR
379,3633000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,HYD
380,3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,HYD
381,3605000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,BLR
382,3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,BLR
383,3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,HYD
384,3570000,4500,2,1,1,no,no,no,no,no,0,no,furnished,HYD
385,3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,MAS
386,3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,TPT
387,3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,MAS
388,3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,TPT
389,3500000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,NLR
390,3500000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,HYD
391,3500000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,BLR
392,3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,TPT
393,3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,NLR
394,3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,NLR
395,3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,BLR
396,3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,BLR
397,3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished,HYD
398,3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,HYD
399,3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,TPT
400,3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,HYD
401,3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,HYD
402,3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,HYD
403,3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,NLR
404,3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,TPT
405,3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,BLR
406,3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,MAS
407,3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,MAS
408,3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,MAS
409,3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,MAS
410,3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,MAS
411,3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,HYD
412,3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,NLR
413,3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,MAS
414,3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,BLR
415,3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,NLR
416,3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,MAS
417,3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished,BLR
418,3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,MAS
419,3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,BLR
420,3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished,BLR
421,3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,BLR
422,3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,MAS
423,3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,BLR
424,3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,NLR
425,3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,MAS
426,3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished,BLR
427,3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,NLR
428,3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,MAS
429,3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,BLR
430,3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,BLR
431,3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,TPT
432,3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,NLR
433,3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,HYD
434,3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,BLR
435,3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,HYD
436,3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,NLR
437,3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,TPT
438,3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,MAS
439,3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,MAS
440,3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,HYD
441,3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,HYD
442,3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,BLR
443,3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,BLR
444,3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished,NLR
445,3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished,HYD
446,3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,MAS
447,3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,BLR
448,3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,BLR
449,3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,HYD
450,3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,MAS
451,3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,TPT
452,3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,TPT
453,3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,BLR
454,3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,TPT
455,3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,HYD
456,3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,BLR
457,3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,TPT
458,3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,MAS
459,3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,MAS
460,3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,HYD
461,3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,HYD
462,3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,MAS
463,3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,NLR
464,3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,BLR
465,3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,HYD
466,3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,MAS
467,3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,TPT
468,3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,BLR
469,3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished,NLR
470,3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,HYD
471,3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,BLR
472,3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,NLR
473,3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,HYD
474,2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,HYD
475,2961000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,NLR
476,2940000,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,BLR
477,2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,TPT
478,2940000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,BLR
479,2940000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,HYD
480,2940000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,HYD
481,2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished,BLR
482,2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,MAS
483,2940000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished,TPT
484,2870000,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,HYD
485,2870000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,TPT
486,2870000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,HYD
487,2870000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,MAS
488,2852500,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished,HYD
489,2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,HYD
490,2835000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,BLR
491,2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished,BLR
492,2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,MAS
493,2800000,3960,3,1,1,yes,no,no,no,no,0,no,furnished,NLR
494,2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,MAS
495,2730000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,MAS
496,2695000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,TPT
497,2660000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,NLR
498,2660000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,TPT
499,2660000,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,MAS
500,2660000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,NLR
501,2660000,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,TPT
502,2660000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,BLR
503,2660000,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,HYD
504,2653000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,MAS
505,2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,HYD
506,2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,NLR
507,2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,TPT
508,2590000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,BLR
509,2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,BLR
510,2520000,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,BLR
511,2520000,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,HYD
512,2520000,3000,2,1,2,yes,no,no,no,no,0,no,furnished,NLR
513,2485000,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,BLR
514,2485000,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,BLR
515,2450000,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,TPT
516,2450000,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,MAS
517,2450000,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,BLR
518,2450000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,HYD
519,2450000,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,MAS
520,2450000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished,BLR
521,2408000,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,HYD
522,2380000,2475,3,1,2,yes,no,no,no,no,0,no,furnished,BLR
523,2380000,2787,4,2,2,yes,no,no,no,no,0,no,furnished,BLR
524,2380000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,HYD
525,2345000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,BLR
526,2310000,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,TPT
527,2275000,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,HYD
528,2275000,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,HYD
529,2275000,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,NLR
530,2240000,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,MAS
531,2233000,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,HYD
532,2135000,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,NLR
533,2100000,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,BLR
534,2100000,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,BLR
535,2100000,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,TPT
536,1960000,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,HYD
537,1890000,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished,TPT
538,1890000,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,TPT
539,1855000,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,MAS
540,1820000,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,MAS
541,1767150,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,HYD
542,1750000,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished,TPT
543,1750000,2910,3,1,1,no,no,no,no,no,0,no,furnished,HYD
544,1750000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,MAS
